Lead,Lead I
53,833
45,749
37,919
30,374
23,141
16,256
9,779
3,76
-1,767
-6,789
-11,322
-15,397
-19,037
-22,259
-25,083
-27,523
-29,606
-31,354
-32,783
-33,912
-34,766
-35,376
-35,792
-36,059
-36,204
-36,245
-36,183
-36,01
-35,726
-35,335
-34,836
-34,237
-33,543
-32,761
-31,911
-31,01
-30,069
-29,096
-28,092
-27,054
-25,992
-24,917
-23,844
-22,794
-21,78
-20,817
-19,919
-19,096
-18,356
-17,703
-17,138
-16,655
-16,254
-15,935
-15,698
-15,543
-15,469
-15,473
-15,551
-15,697
-15,907
-16,173
-16,491
-16,852
-17,251
-17,684
-18,147
-18,636
-19,149
-19,681
-20,229
-20,791
-21,362
-21,939
-22,521
-23,103
-23,685
-24,264
-24,839
-25,409
-25,975
-26,536
-27,091
-27,643
-28,19
-28,733
-29,274
-29,812
-30,349
-30,886
-31,423
-31,963
-32,505
-33,052
-33,603
-34,161
-34,726
-35,299
-35,88
-36,469
-37,066
-37,671
-38,284
-38,903
-39,528
-40,158
-40,791
-41,427
-42,063
-42,698
-43,33
-43,957
-44,578
-45,189
-45,789
-46,376
-46,949
-47,504
-48,042
-48,56
-49,058
-49,532
-49,984
-50,41
-50,811
-51,186
-51,533
-51,853
-52,144
-52,407
-52,641
-52,848
-53,026
-53,177
-53,301
-53,399
-53,473
-53,524
-53,552
-53,56
-53,549
-53,521
-53,477
-53,421
-53,353
-53,276
-53,192
-53,103
-53,009
-52,915
-52,819
-52,726
-52,635
-52,548
-52,468
-52,395
-52,331
-52,276
-52,234
-52,203
-52,187
-52,185
-52,2
-52,23
-52,278
-52,344
-52,429
-52,534
-52,658
-52,802
-52,966
-53,151
-53,356
-53,581
-53,827
-54,091
-54,374
-54,676
-54,995
-55,331
-55,682
-56,049
-56,43
-56,825
-57,231
-57,649
-58,076
-58,511
-58,953
-59,4
-59,851
-60,304
-60,758
-61,211
-61,66
-62,106
-62,545
-62,977
-63,399
-63,811
-64,209
-64,594
-64,963
-65,315
-65,649
-65,964
-66,259
-66,533
-66,785
-67,014
-67,221
-67,405
-67,565
-67,701
-67,813
-67,902
-67,968
-68,011
-68,031
-68,03
-68,009
-67,968
-67,908
-67,831
-67,737
-67,628
-67,505
-67,37
-67,223
-67,066
-66,901
-66,729
-66,551
-66,368
-66,183
-65,995
-65,807
-65,618
-65,431
-65,246
-65,063
-64,884
-64,71
-64,54
-64,377
-64,22
-64,07
-63,927
-63,791
-63,664
-63,544
-63,432
-63,328
-63,232
-63,144
-63,063
-62,991
-62,925
-62,867
-62,815
-62,769
-62,73
-62,696
-62,668
-62,646
-62,628
-62,617
-62,611
-62,612
-62,62
-62,634
-62,655
-62,684
-62,72
-62,764
-62,816
-62,876
-62,944
-63,021
-63,105
-63,198
-63,3
-63,41
-63,528
-63,655
-63,79
-63,933
-64,083
-64,241
-64,405
-64,577
-64,755
-64,94
-65,131
-65,326
-65,526
-65,728
-65,93
-66,131
-66,326
-66,514
-66,691
-66,855
-67,003
-67,132
-67,24
-67,325
-67,385
-67,418
-67,419
-67,386
-67,314
-67,199
-67,037
-66,824
-66,556
-66,227
-65,833
-65,374
-64,845
-64,245
-63,568
-62,807
-61,957
-61,019
-59,991
-58,876
-57,675
-56,391
-55,033
-53,614
-52,146
-50,642
-49,106
-47,539
-45,941
-44,316
-42,667
-41,001
-39,317
-37,603
-35,857
-34,075
-32,255
-30,396
-28,485
-26,498
-24,421
-22,245
-19,977
-17,636
-15,242
-12,808
-10,361
-7,928
-5,552
-3,29
-1,185
0,732
2,421
3,852
4,972
5,721
6,056
5,953
5,397
4,395
2,945
1,042
-1,294
-4,037
-7,142
-10,548
-14,21
-18,09
-22,138
-26,298
-30,495
-34,644
-38,69
-42,598
-46,347
-49,916
-53,259
-56,319
-59,053
-61,427
-63,443
-65,115
-66,412
-67,358
-68,044
-68,585
-69,222
-70,179
-71,498
-73,212
-75,349
-77,731
-80,234
-82,734
-84,767
-85,967
-86,23
-85,363
-83,41
-80,814
-77,766
-74,443
-71,483
-69,353
-68,449
-69,491
-72,683
-77,694
-84,433
-92,625
-101,555
-110,538
-118,378
-123,158
-123,324
-117,573
-104,479
-83,013
-52,344
-11,868
37,938
95,54
159,036
225,922
293,326
358,401
417,819
468,201
506,952
532,112
542,399
537,576
517,952
484,299
438,381
382,534
319,242
251,301
181,47
112,055
45,267
-16,85
-72,7
-121,004
-160,833
-191,757
-213,777
-227,019
-231,763
-228,605
-218,579
-203,082
-183,692
-162,047
-139,554
-117,58
-97,709
-81,287
-68,984
-60,911
-56,713
-55,671
-57,109
-60,255
-63,893
-66,807
-68,27
-67,962
-65,946
-62,58
-58,178
-53,089
-47,942
-43,417
-39,926
-37,644
-36,514
-36,309
-36,83
-37,893
-39,225
-40,528
-41,594
-42,316
-42,679
-42,732
-42,514
-42,043
-41,353
-40,48
-39,45
-38,269
-36,928
-35,413
-33,726
-31,886
-29,913
-27,825
-25,638
-23,364
-21,014
-18,595
-16,112
-13,566
-10,958
-8,296
-5,586
-2,847
-0,102
2,638
5,368
8,086
10,802
13,521
16,252
19,006
21,798
24,639
27,541
30,514
33,567
36,71
39,96
43,333
46,851
50,53
54,38
58,408
62,619
67,016
71,599
76,367
81,312
86,43
91,716
97,167
102,78
108,549
114,466
120,523
126,71
133,017
139,435
145,957
152,571
159,262
166,016
172,816
179,644
186,481
193,301
200,076
206,78
213,387
219,875
226,224
232,41
238,411
244,205
249,771
255,092
260,16
264,969
269,516
273,805
277,843
281,641
285,22
288,59
291,753
294,706
297,438
299,941
302,209
304,228
305,982
307,454
308,615
309,439
309,897
309,946
309,541
308,634
307,166
305,098
302,404
299,065
295,082
290,454
285,178
279,265
272,733
265,596
257,877
249,597
240,769
231,432
221,634
211,426
200,878
190,05
178,992
167,756
156,387
144,926
133,422
121,919
110,456
99,086
87,868
76,867
66,166
55,834
45,93
36,51
27,612
19,264
11,495
4,32
-2,252
-8,209
-13,543
-18,255
-22,348
-25,838
-28,759
-31,149
-33,068
-34,588
-35,78
-36,72
-37,474
-38,087
-38,597
-39,031
-39,408
-39,75
-40,079
-40,413
-40,764
-41,143
-41,554
-42,004
-42,49
-42,985
-43,455
-43,854
-44,145
-44,311
-44,344
-44,243
-44,011
-43,653
-43,172
-42,58
-41,89
-41,106
-40,233
-39,267
-38,204
-37,059
-35,86
-34,643
-33,439
-32,267
-31,142
-30,074
-29,076
-28,155
-27,315
-26,554
-25,865
-25,253
-24,724
-24,287
-23,956
-23,731
-23,607
-23,576
-23,627
-23,757
-23,958
-24,226
-24,552
-24,93
-25,357
-25,835
-26,365
-26,943
-27,565
-28,223
-28,912
-29,626
-30,361
-31,115
-31,883
-32,662
-33,448
-34,239
-35,033
-35,828
-36,62
-37,403
-38,175
-38,931
-39,669
-40,387
-41,081
-41,751
-42,395
-43,012
-43,601
-44,163
-44,697
-45,203
-45,683
-46,135
-46,563
-46,967
-47,348
-47,708
-48,049
-48,373
-48,681
-48,976
-49,259
-49,532
-49,796
-50,055
-50,309
-50,559
-50,808
-51,056
-51,306
-51,558
-51,812
-52,071
-52,333
-52,601
-52,873
-53,15
-53,432
-53,717
-54,007
-54,298
-54,591
-54,884
-55,175
-55,463
-55,745
-56,018
-56,282
-56,534
-56,772
-56,993
-57,196
-57,379
-57,542
-57,682
-57,798
-57,891
-57,958
-58,001
-58,018
-58,009
-57,976
-57,919
-57,838
-57,736
-57,612
-57,469
-57,308
-57,131
-56,94
-56,736
-56,521
-56,298
-56,069
-55,836
-55,603
-55,371
-55,145
-54,926
-54,718
-54,523
-54,344
-54,183
-54,043
-53,924
-53,829
-53,759
-53,713
-53,694
-53,701
-53,733
-53,791
-53,872
-53,977
-54,102
-54,246
-54,407
-54,582
-54,769
-54,966
-55,17
-55,378
-55,589
-55,8
-56,008
-56,211
-56,407
-56,592
-56,765
-56,922
-57,062
-57,182
-57,281
-57,356
-57,407
-57,433
-57,432
-57,404
-57,349
-57,267
-57,159
-57,024
-56,865
-56,684
-56,483
-56,264
-56,029
-55,784
-55,53
-55,271
-55,011
-54,751
-54,497
-54,251
-54,015
-53,793
-53,588
-53,402
-53,237
-53,097
-52,982
-52,895
-52,837
-52,809
-52,811
-52,845
-52,91
-53,005
-53,132
-53,289
-53,476
-53,691
-53,934
-54,203
-54,496
-54,809
-55,141
-55,487
-55,845
-56,21
-56,579
-56,948
-57,314
-57,672
-58,02
-58,355
-58,673
-58,971
-59,248
-59,501
-59,727
-59,925
-60,095
-60,236
-60,348
-60,433
-60,491
-60,525
-60,536
-60,527
-60,5
-60,456
-60,397
-60,325
-60,242
-60,148
-60,048
-59,943
-59,839
-59,739
-59,65
-59,576
-59,524
-59,496
-59,498
-59,532
-59,601
-59,706
-59,85
-60,033
-60,259
-60,531
-60,852
-61,222
-61,637
-62,094
-62,582
-63,092
-63,611
-64,124
-64,621
-65,092
-65,532
-65,944
-66,33
-66,691
-67,026
-67,326
-67,584
-67,798
-67,964
-68,081
-68,152
-68,182
-68,185
-68,179
-68,178
-68,186
-68,2
-68,203
-68,178
-68,106
-67,973
-67,77
-67,486
-67,109
-66,627
-66,035
-65,322
-64,471
-63,454
-62,229
-60,764
-59,036
-57,034
-54,754
-52,192
-49,351
-46,234
-42,854
-39,227
-35,374
-31,313
-27,061
-22,644
-18,099
-13,483
-8,868
-4,323
0,087
4,297
8,24
11,842
15,034
17,762
19,988
21,681
22,814
23,358
23,286
22,61
21,353
19,533
17,222
14,35
10,88
6,973
2,664
-1,562
-5,306
-8,81
-12,079
-16,572
-21,984
-29,104
-45,725
-56,084
-33,033
-12,362
-38,85
-71,724
-69,699
-59,195
-60,341
-63,652
-65,976
-68,882
-71,312
-73,146
-74,566
-75,866
-77,339
-78,917
-80,556
-82,093
-83,344
-84,11
-83,955
-82,563
-80,013
-76,547
-72,578
-68,778
-65,586
-63,323
-62,591
-63,779
-66,767
-71,186
-76,371
-81,379
-85,769
-89,557
-92,515
-94,582
-95,995
-96,945
-97,79
-98,971
-100,15
-100,179
-97,872
-91,783
-80,34
-62,362
-36,688
-2,287
40,944
92,084
149,661
211,446
274,702
336,826
394,915
445,867
487,014
516,274
532,066
533,692
521,264
495,127
456,265
406,376
347,475
281,919
212,408
141,496
71,39
4,352
-57,512
-112,429
-158,836
-195,701
-222,791
-240,263
-248,307
-247,352
-238,274
-222,438
-201,7
-177,989
-152,786
-127,356
-103,173
-81,873
-64,769
-52,446
-44,708
-40,905
-40,458
-42,78
-46,96
-51,662
-55,526
-57,736
-58,096
-56,812
-54,169
-50,45
-46,051
-41,643
-38,015
-35,62
-34,56
-34,702
-35,785
-37,587
-39,913
-42,465
-44,873
-46,898
-48,416
-49,39
-49,867
-49,856
-49,346
-48,365
-46,96
-45,183
-43,083
-40,695
-38,041
-35,16
-32,093
-28,884
-25,586
-22,234
-18,863
-15,508
-12,203
-8,986
-5,887
-2,924
-0,099
2,59
5,153
7,602
9,951
12,222
14,436
16,615
18,78
20,948
23,134
25,362
27,652
30,031
32,521
35,135
37,889
40,791
43,85
47,076
50,473
54,041
57,784
61,703
65,803
70,09
74,566
79,229
84,082
89,122
94,35
99,766
105,369
111,152
117,108
123,227
129,498
135,908
142,438
149,065
155,767
162,523
169,312
176,116
182,914
189,684
196,403
203,051
209,608
216,067
222,416
228,648
234,767
240,772
246,671
252,48
258,202
263,831
269,362
274,776
280,061
285,2
290,167
294,934
299,468
303,722
307,65
311,204
314,318
316,934
318,992
320,425
321,194
321,272
320,635
319,274
317,182
314,354
310,806
306,563
301,651
296,11
289,982
283,31
276,159
268,589
260,648
252,385
243,83
234,996
225,906
216,585
207,052
197,332
187,441
177,386
167,19
156,873
146,46
135,977
125,444
114,888
104,359
93,921
83,647
73,619
63,902
54,549
45,616
37,146
29,182
21,763
14,909
8,628
2,925
-2,2
-6,757
-10,763
-14,261
-17,319
-19,999
-22,369
-24,483
-26,383
-28,112
-29,707
-31,2
-32,616
-33,969
-35,265
-36,513
-37,722
-38,892
-40,018
-41,082
-42,05
-42,897
-43,604
-44,158
-44,554
-44,79
-44,864
-44,784
-44,563
-44,215
-43,758
-43,207
-42,571
-41,867
-41,112
-40,328
-39,54
-38,769
-38,031
-37,337
-36,698
-36,121
-35,611
-35,172
-34,799
-34,491
-34,247
-34,065
-33,945
-33,887
-33,886
-33,94
-34,044
-34,194
-34,386
-34,618
-34,884
-35,182
-35,508
-35,86
-36,234
-36,629
-37,041
-37,466
-37,901
-38,341
-38,783
-39,223
-39,658
-40,086
-40,502
-40,907
-41,298
-41,673
-42,033
-42,377
-42,704
-43,014
-43,308
-43,586
-43,848
-44,095
-44,328
-44,549
-44,758
-44,957
-45,147
-45,33
-45,507
-45,68
-45,85
-46,019
-46,189
-46,36
-46,536
-46,716
-46,903
-47,099
-47,304
-47,521
-47,749
-47,99
-48,245
-48,513
-48,795
-49,091
-49,4
-49,722
-50,056
-50,401
-50,757
-51,121
-51,494
-51,874
-52,259
-52,648
-53,039
-53,432
-53,824
-54,214
-54,6
-54,982
-55,356
-55,722
-56,079
-56,424
-56,756
-57,074
-57,376
-57,66
-57,924
-58,169
-58,392
-58,593
-58,77
-58,924
-59,054
-59,159
-59,24
-59,296
-59,328
-59,336
-59,321
-59,283
-59,223
-59,141
-59,039
-58,917
-58,776
-58,617
-58,441
-58,25
-58,043
-57,824
-57,592
-57,349
-57,097
-56,837
-56,571
-56,302
-56,03
-55,758
-55,489
-55,223
-54,962
-54,71
-54,467
-54,235
-54,015
-53,81
-53,621
-53,448
-53,293
-53,157
-53,04
-52,943
-52,866
-52,811
-52,777
-52,765
-52,775
-52,807
-52,862
-52,939
-53,039
-53,161
-53,304
-53,469
-53,654
-53,857
-54,079
-54,317
-54,569
-54,835
-55,112
-55,398
-55,69
-55,987
-56,287
-56,586
-56,883
-57,176
-57,462
-57,739
-58,006
-58,261
-58,502
-58,729
-58,938
-59,13
-59,303
-59,455
-59,585
-59,692
-59,776
-59,835
-59,869
-59,876
-59,858
-59,812
-59,741
-59,643
-59,519
-59,37
-59,197
-59,001
-58,783
-58,545
-58,289
-58,017
-57,731
-57,433
-57,127
-56,813
-56,494
-56,173
-55,852
-55,533
-55,218
-54,909
-54,608
-54,317
-54,039
-53,775
-53,529
-53,301
-53,094
-52,91
-52,75
-52,618
-52,513
-52,439
-52,396
-52,386
-52,41
-52,47
-52,565
-52,697
-52,865
-53,07
-53,311
-53,586
-53,896
-54,239
-54,613
-55,017
-55,45
-55,909
-56,393
-56,899
-57,426
-57,97
-58,53
-59,102
-59,683
-60,269
-60,858
-61,446
-62,028
-62,601
-63,16
-63,702
-64,221
-64,713
-65,173
-65,597
-65,978
-66,313
-66,596
-66,823
-66,989
-67,09
-67,123
-67,083
-66,967
-66,772
-66,495
-66,132
-65,681
-65,14
-64,506
-63,779
-62,958
-62,041
-61,028
-59,919
-58,716
-57,419
-56,03
-54,552
-52,985
-51,334
-49,603
-47,795
-45,916
-43,971
-41,967
-39,91
-37,809
-35,673
-33,51
-31,33
-29,143
-26,96
-24,792
-22,65
-20,545
-18,486
-16,488
-14,562
-12,723
-10,981
-9,349
-7,835
-6,454
-5,215
-4,129
-3,204
-2,444
-1,855
-1,448
-1,232
-1,22
-1,422
-1,84
-2,479
-3,348
-4,45
-5,79
-7,368
-9,169
-11,184
-13,407
-15,829
-18,449
-21,248
-24,191
-27,239
-30,346
-33,469
-36,569
-39,598
-42,494
-45,202
-47,673
-49,869
-51,783
-53,396
-54,684
-55,644
-56,271
-56,588
-56,653
-56,516
-56,242
-55,919
-55,635
-55,506
-55,68
-56,262
-57,377
-59,176
-61,711
-64,985
-68,909
-73,215
-77,636
-81,952
-85,837
-88,927
-91,002
-91,951
-91,988
-91,755
-91,795
-92,511
-94,308
-97,418
-101,867
-107,411
-113,075
-117,096
-117,682
-113,053
-101,535
-81,892
-53,076
-14,405
33,72
89,789
151,779
217,004
282,504
345,596
403,269
452,384
490,516
515,898
527,279
524,536
508,084
478,196
435,963
383,247
322,075
255,008
184,893
113,877
44,055
-21,809
-81,324
-132,56
-173,946
-205,076
-226,281
-237,65
-239,565
-233,359
-220,763
-203,874
-184,85
-164,985
-145,132
-126,392
-109,93
-96,494
-86,251
-78,708
-73,11
-69,096
-66,469
-64,835
-63,446
-61,427
-58,339
-54,248
-49,465
-44,238
-38,71
-33,049
-27,673
-23,198
-19,988
-18,109
-17,437
-17,732
-18,811
-20,528
-22,653
-24,873
-26,94
-28,704
-30,094
-31,126
-31,799
-32,089
-31,981
-31,468
-30,562
-29,284
-27,666
-25,732
-23,516
-21,056
-18,394
-15,574
-12,644
-9,645
-6,607
-3,552
-0,501
2,524
5,495
8,374
11,145
13,806
16,36
18,82
21,199
23,509
25,77
28,01
30,253
32,519
34,826
37,187
39,617
42,136
44,765
47,525
50,435
53,504
56,743
60,16
63,758
67,544
71,518
75,677
80,019
84,544
89,253
94,145
99,217
104,466
109,89
115,484
121,243
127,161
133,225
139,426
145,748
152,177
158,692
165,273
171,898
178,543
185,188
191,814
198,4
204,93
211,384
217,741
223,986
230,11
236,11
241,984
247,734
253,36
258,866
264,265
269,562
274,757
279,844
284,809
289,637
294,307
298,796
303,082
307,132
310,901
314,338
317,384
319,981
322,08
323,626
324,56
324,84
324,43
323,316
321,494
318,965
315,735
311,811
307,203
301,937
296,049
289,582
282,599
275,159
267,311
259,117
250,637
241,921
233,004
223,908
214,636
205,202
195,63
185,941
176,171
166,349
156,501
146,661
136,846
127,074
117,371
107,748
98,222
88,822
79,585
70,561
61,819
53,405
45,356
37,702
30,455
23,619
17,195
11,161
5,505
0,22
-4,705
-9,269
-13,473
-17,334
-20,868
-24,102
-27,078
-29,825
-32,364
-34,72
-36,9
-38,907
-40,737
-42,372
-43,796
-45,006
-46
-46,786
-47,377
-47,779
-47,999
-48,05
-47,932
-47,654
-47,224
-46,649
-45,942
-45,124
-44,214
-43,242
-42,236
-41,216
-40,202
-39,207
-38,243
-37,32
-36,448
-35,631
-34,874
-34,185
-33,57
-33,034
-32,582
-32,217
-31,94
-31,749
-31,642
-31,618
-31,675
-31,812
-32,025
-32,315
-32,678
-33,114
-33,621
-34,197
-34,837
-35,538
-36,294
-37,102
-37,956
-38,852
-39,783
-40,745
-41,734
-42,746
-43,776
-44,819
-45,873
-46,933
-47,996
-49,058
-50,116
-51,168
-52,209
-53,239
-54,253
-55,251
-56,23
-57,189
-58,126
-59,038
-59,925
-60,784
-61,615
-62,417
-63,187
-63,926
-64,632
-65,306
-65,947
-66,555
-67,13
-67,672
-68,181
-68,658
-69,103
-69,517
-69,901
-70,254
-70,578
-70,875
-71,144
-71,387
-71,606
-71,801
-71,974
-72,126
-72,258
-72,371
-72,468
-72,549
-72,617
-72,674
-72,72
-72,759
-72,793
-72,822
-72,85
-72,878
-72,908
-72,94
-72,978
-73,023
-73,075
-73,137
-73,209
-73,293
-73,39
-73,5
-73,624
-73,762
-73,914
-74,079
-74,258
-74,45
-74,654
-74,87
-75,096
-75,333
-75,578
-75,832
-76,091
-76,356
-76,623
-76,892
-77,16
-77,426
-77,687
-77,942
-78,189
-78,426
-78,651
-78,862
-79,059
-79,24
-79,402
-79,546
-79,669
-79,771
-79,851
-79,91
-79,946
-79,96
-79,952
-79,924
-79,875
-79,807
-79,721
-79,617
-79,497
-79,363
-79,215
-79,055
-78,886
-78,707
-78,522
-78,332
-78,14
-77,946
-77,752
-77,561
-77,373
-77,191
-77,016
-76,85
-76,692
-76,546
-76,411
-76,289
-76,179
-76,083
-76
-75,929
-75,872
-75,826
-75,79
-75,764
-75,747
-75,736
-75,73
-75,729
-75,73
-75,732
-75,735
-75,737
-75,737
-75,733
-75,725
-75,712
-75,692
-75,666
-75,632
-75,59
-75,539
-75,478
-75,409
-75,329
-75,24
-75,141
-75,032
-74,915
-74,79
-74,657
-74,518
-74,374
-74,228
-74,08
-73,934
-73,789
-73,65
-73,517
-73,393
-73,279
-73,175
-73,082
-73
-72,928
-72,868
-72,816
-72,773
-72,737
-72,708
-72,683
-72,663
-72,645
-72,626
-72,605
-72,578
-72,542
-72,493
-72,426
-72,338
-72,221
-72,072
-71,886
-71,657
-71,379
-71,044
-70,643
-70,169
-69,618
-68,986
-68,271
-67,474
-66,595
-65,641
-64,622
-63,546
-62,422
-61,254
-60,045
-58,802
-57,529
-56,23
-54,911
-53,572
-52,206
-50,804
-49,356
-47,841
-46,241
-44,53
-42,676
-40,657
-38,458
-36,068
-33,492
-30,729
-27,789
-24,69
-21,457
-18,12
-14,725
-11,321
-7,964
-4,725
-1,675
1,114
3,561
5,603
7,187
8,266
8,812
8,801
8,219
7,074
5,382
3,165
0,461
-2,688
-6,236
-10,107
-14,237
-18,559
-22,996
-27,487
-31,973
-36,386
-40,673
-44,785
-48,678
-52,324
-55,702
-58,785
-61,555
-63,992
-66,078
-67,817
-69,208
-70,248
-70,956
-71,35
-71,461
-71,341
-71,031
-70,581
-70,058
-69,525
-69,063
-68,763
-68,698
-68,974
-69,736
-71,064
-72,978
-75,393
-78,061
-80,72
-83,151
-85,061
-86,131
-86,164
-85,127
-83,338
-81,5
-80,32
-80,342
-81,979
-85,496
-90,861
-97,63
-104,635
-109,993
-111,611
-107,529
-96,128
-76,13
-46,7
-7,641
40,229
95,007
154,105
214,539
273,384
327,852
375,255
413,169
439,827
454,294
456,341
446,504
425,597
394,478
354,356
306,844
253,691
196,693
137,688
78,152
19,533
-36,323
-87,618
-132,869
-170,866
-200,816
-222,433
-235,459
-239,77
-235,985
-225,283
-209,124
-189,167
-167,003
-143,951
-121,441
-101,129
-84,276
-71,464
-62,75
-57,765
-55,94
-56,742
-59,428
-62,789
-65,58
-67,048
-66,881
-65,098
-61,93
-57,572
-52,281
-46,641
-41,373
-36,918
-33,447
-30,928
-29,172
-28,042
-27,449
-27,187
-26,973
-26,616
-26,02
-25,178
-24,175
-23,071
-21,892
-20,678
-19,471
-18,306
-17,215
-16,203
-15,249
-14,329
-13,405
-12,449
-11,452
-10,405
-9,302
-8,13
-6,87
-5,506
-4,028
-2,434
-0,72
1,118
3,092
5,203
7,441
9,789
12,222
14,725
17,293
19,925
22,624
25,391
28,227
31,135
34,129
37,217
40,408
43,71
47,126
50,667
54,347
58,182
62,189
66,383
70,77
75,355
80,138
85,118
90,293
95,657
101,206
106,93
112,822
118,871
125,066
131,392
137,833
144,366
150,962
157,595
164,238
170,872
177,483
184,059
190,584
197,046
203,429
209,724
215,931
222,044
228,057
233,964
239,759
245,45
251,055
256,586
262,051
267,442
272,738
277,917
282,956
287,826
292,493
296,911
301,019
304,769
308,123
311,039
313,482
315,4
316,727
317,409
317,41
316,704
315,288
313,16
310,323
306,794
302,608
297,811
292,47
286,636
280,347
273,646
266,573
259,181
251,538
243,698
235,705
227,596
219,398
211,14
202,85
194,544
186,221
177,878
169,499
161,081
152,638
144,177
135,712
127,252
118,801
110,371
101,982
93,653
85,404
77,256
69,224
61,333
53,613
46,094
38,81
31,786
25,039
18,586
12,441
6,616
1,12
-4,041
-8,867
-13,358
-17,513
-21,333
-24,817
-27,971
-30,803
-33,321
-35,536
-37,458
-39,098
-40,469
-41,582
-42,45
-43,088
-43,506
-43,72
-43,743
-43,59
-43,278
-42,823
-42,241
-41,547
-40,759
-39,89
-38,957
-37,974
-36,954
-35,91
-34,855
-33,8
-32,755
-31,733
-30,741
-29,789
-28,884
-28,033
-27,244
-26,521
-25,869
-25,292
-24,793
-24,375
-24,038
-23,784
-23,613
-23,524
-23,517
-23,588
-23,736
-23,957
-24,248
-24,605
-25,024
-25,5
-26,029
-26,606
-27,227
-27,885
-28,578
-29,301
-30,049
-30,818
-31,605
-32,404
-33,213
-34,027
-34,844
-35,661
-36,473
-37,279
-38,075
-38,86
-39,63
-40,384
-41,119
-41,836
-42,531
-43,204
-43,854
-44,481
-45,085
-45,665
-46,222
-46,756
-47,267
-47,757
-48,224
-48,671
-49,098
-49,506
-49,894
-50,264
-50,617
-50,953
-51,273
-51,577
-51,866
-52,141
-52,401
-52,648
-52,882
-53,105
-53,316
-53,518
-53,71
-53,895
-54,072
-54,244
-54,41
-54,572
-54,731
-54,887
-55,042
-55,196
-55,35
-55,504
-55,66
-55,817
-55,977
-56,14
-56,306
-56,476
-56,65
-56,828
-57,012
-57,2
-57,394
-57,594
-57,8
-58,013
-58,232
-58,457
-58,688
-58,925
-59,168
-59,415
-59,667
-59,922
-60,18
-60,439
-60,699
-60,959
-61,218
-61,474
-61,726
-61,974
-62,215
-62,45
-62,677
-62,894
-63,102
-63,299
-63,485
-63,659
-63,821
-63,97
-64,106
-64,229
-64,339
-64,436
-64,519
-64,589
-64,646
-64,69
-64,722
-64,743
-64,753
-64,753
-64,744
-64,726
-64,701
-64,67
-64,633
-64,593
-64,549
-64,504
-64,458
-64,414
-64,371
-64,333
-64,299
-64,27
-64,248
-64,233
-64,225
-64,226
-64,235
-64,252
-64,278
-64,311
-64,352
-64,401
-64,457
-64,518
-64,586
-64,657
-64,733
-64,811
-64,891
-64,972
-65,053
-65,132
-65,21
-65,284
-65,355
-65,421
-65,48
-65,532
-65,575
-65,609
-65,632
-65,644
-65,643
-65,628
-65,6
-65,558
-65,502
-65,431
-65,347
-65,25
-65,141
-65,02
-64,889
-64,749
-64,601
-64,447
-64,288
-64,126
-63,963
-63,799
-63,638
-63,479
-63,325
-63,177
-63,037
-62,905
-62,784
-62,674
-62,576
-62,493
-62,425
-62,373
-62,339
-62,323
-62,327
-62,35
-62,393
-62,456
-62,538
-62,637
-62,752
-62,88
-63,02
-63,168
-63,322
-63,479
-63,635
-63,789
-63,936
-64,075
-64,201
-64,311
-64,401
-64,465
-64,498
-64,497
-64,456
-64,369
-64,231
-64,035
-63,78
-63,459
-63,069
-62,604
-62,056
-61,419
-60,691
-59,872
-58,961
-57,961
-56,875
-55,709
-54,475
-53,184
-51,845
-50,467
-49,053
-47,605
-46,126
-44,622
-43,099
-41,56
-39,997
-38,403
-36,772
-35,099
-33,377
-31,598
-29,739
-27,785
-25,73
-23,569
-21,314
-18,983
-16,59
-14,154
-11,7
-9,263
-6,891
-4,639
-2,553
-0,677
0,945
2,271
3,239
3,802
3,925
3,582
2,761
1,457
-0,332
-2,603
-5,332
-8,487
-12,013
-15,84
-19,907
-24,153
-28,511
-32,919
-37,302
-41,588
-45,722
-49,65
-53,319
-56,686
-59,702
-62,329
-64,543
-66,343
-67,746
-68,796
-69,546
-70,048
-70,351
-70,512
-70,6
-70,693
-70,871
-71,219
-71,805
-72,726
-74,11
-76,029
-78,5
-81,44
-84,619
-87,786
-90,723
-93,15
-94,75
-95,322
-94,771
-93,256
-91,311
-89,425
-87,974
-87,345
-87,783
-89,329
-91,828
-94,553
-96,093
-94,992
-89,775
-78,957
-61,417
-36,195
-2,578
39,254
88,162
142,548
200,159
258,359
314,688
366,367
410,454
444,614
467,119
476,752
473,35
457,384
429,379
390,551
342,776
288,007
228,417
166,34
103,533
41,499
-17,9
-72,961
-122,282
-164,524
-198,706
-224,396
-241,085
-248,273
-246,192
-235,715
-218,165
-195,385
-169,431
-142,086
-115,251
-91,118
-71,387
-56,962
-48,086
-44,265
-44,508
-47,843
-53,111
-58,701
-63,159
-65,596
-65,604
-63,317
-59,238
-53,858
-47,762
-41,789
-36,738
-33,091
-31,042
-30,501
-31,193
-32,868
-35,261
-38,031
-40,828
-43,403
-45,618
-47,419
-48,814
-49,794
-50,329
-50,416
-50,077
-49,334
-48,214
-46,739
-44,925
-42,798
-40,403
-37,779
-34,97
-32,02
-28,96
-25,827
-22,659
-19,494
-16,373
-13,33
-10,38
-7,531
-4,778
-2,113
0,474
2,997
5,48
7,942
10,405
12,887
15,401
17,964
20,594
23,312
26,142
29,102
32,204
35,457
38,867
42,439
46,175
50,077
54,143
58,368
62,752
67,294
71,997
76,86
81,88
