Lead,Lead I
168,32
175,779
183,494
191,41
199,482
207,667
215,931
224,255
232,606
240,94
249,22
257,408
265,47
273,382
281,104
288,582
295,765
302,597
309,048
315,115
320,786
326,05
330,89
335,281
339,203
342,647
345,594
348,023
349,918
351,262
352,057
352,318
352,061
351,306
350,064
348,327
346,091
343,348
340,091
336,315
332,021
327,217
321,914
316,134
309,892
303,206
296,082
288,517
280,506
272,041
263,128
253,785
244,05
233,975
223,623
213,066
202,369
191,587
180,77
169,966
159,221
148,582
138,107
127,857
117,903
108,322
99,178
90,517
82,365
74,723
67,573
60,882
54,619
48,764
43,298
38,21
33,486
29,115
25,077
21,351
17,903
14,685
11,66
8,794
6,073
3,496
1,075
-1,163
-3,2
-5,02
-6,616
-7,989
-9,144
-10,091
-10,839
-11,403
-11,788
-11,992
-12,016
-11,863
-11,542
-11,069
-10,467
-9,763
-8,984
-8,154
-7,293
-6,416
-5,534
-4,654
-3,782
-2,917
-2,062
-1,223
-0,404
0,388
1,151
1,882
2,581
3,249
3,889
4,501
5,089
5,653
6,196
6,716
7,212
7,684
8,129
8,547
8,937
9,3
9,636
9,945
10,229
10,487
10,721
10,929
11,111
11,265
11,391
11,487
11,552
11,583
11,58
11,54
11,463
11,347
11,192
10,997
10,761
10,484
10,167
9,809
9,411
8,974
8,5
7,99
7,447
6,873
6,271
5,644
4,996
4,329
3,647
2,955
2,255
1,552
0,85
0,154
-0,533
-1,205
-1,857
-2,485
-3,084
-3,65
-4,178
-4,664
-5,105
-5,497
-5,837
-6,122
-6,351
-6,521
-6,631
-6,68
-6,668
-6,595
-6,461
-6,269
-6,019
-5,713
-5,354
-4,946
-4,491
-3,992
-3,455
-2,883
-2,28
-1,652
-1,004
-0,341
0,332
1,008
1,683
2,351
3,005
3,641
4,253
4,836
5,384
5,894
6,36
6,779
7,146
7,459
7,714
7,909
8,041
8,109
8,112
8,047
7,916
7,717
7,45
7,118
6,72
6,258
5,734
5,151
4,51
3,815
3,069
2,276
1,44
0,564
-0,346
-1,287
-2,252
-3,238
-4,238
-5,249
-6,264
-7,28
-8,29
-9,29
-10,276
-11,242
-12,184
-13,098
-13,978
-14,822
-15,624
-16,381
-17,088
-17,744
-18,344
-18,885
-19,365
-19,781
-20,131
-20,414
-20,627
-20,771
-20,843
-20,844
-20,773
-20,632
-20,422
-20,145
-19,801
-19,395
-18,928
-18,403
-17,824
-17,194
-16,517
-15,797
-15,039
-14,247
-13,426
-12,582
-11,719
-10,844
-9,963
-9,082
-8,207
-7,344
-6,5
-5,682
-4,897
-4,15
-3,448
-2,799
-2,207
-1,68
-1,223
-0,841
-0,54
-0,324
-0,196
-0,16
-0,22
-0,377
-0,634
-0,993
-1,453
-2,018
-2,685
-3,456
-4,328
-5,302
-6,374
-7,542
-8,803
-10,153
-11,587
-13,102
-14,69
-16,347
-18,066
-19,841
-21,664
-23,53
-25,429
-27,356
-29,302
-31,259
-33,221
-35,18
-37,128
-39,059
-40,965
-42,841
-44,679
-46,474
-48,22
-49,911
-51,542
-53,109
-54,606
-56,03
-57,377
-58,645
-59,831
-60,933
-61,951
-62,883
-63,73
-64,492
-65,171
-65,768
-66,284
-66,723
-67,086
-67,376
-67,596
-67,749
-67,835
-67,859
-67,821
-67,726
-67,576
-67,373
-67,123
-66,827
-66,492
-66,12
-65,718
-65,287
-64,831
-64,351
-63,849
-63,326
-62,783
-62,22
-61,637
-61,032
-60,407
-59,763
-59,098
-58,41
-57,692
-56,942
-56,159
-55,347
-54,508
-53,65
-52,778
-51,902
-51,042
-50,212
-49,427
-48,698
-48,026
-47,41
-46,853
-46,358
-45,929
-45,564
-45,248
-44,964
-44,7
-44,439
-44,167
-43,863
-43,492
-43,025
-42,446
-41,747
-40,937
-40,035
-39,057
-38,024
-36,965
-35,92
-34,947
-34,116
-33,484
-33,106
-33,037
-33,327
-34,045
-35,245
-36,962
-39,226
-42,047
-45,424
-49,353
-53,824
-58,805
-64,258
-70,116
-76,283
-82,658
-89,145
-95,65
-102,099
-108,425
-114,553
-120,416
-125,928
-130,994
-135,525
-139,458
-142,724
-145,231
-146,97
-148,009
-148,526
-148,837
-149,241
-149,932
-151,038
-152,645
-154,585
-156,536
-158,142
-158,794
-157,947
-155,27
-150,499
-143,628
-135,267
-126,288
-117,492
-109,979
-104,676
-102,339
-103,994
-110,204
-120,583
-134,326
-150,382
-167,243
-183,606
-197,899
-207,561
-210,223
-204,127
-187,74
-160,242
-121,311
-70,367
-7,588
65,35
146,257
232,469
320,779
408,397
492,438
569,244
635,48
688,618
726,667
748,471
753,654
741,983
713,722
670,144
613,122
544,948
468,143
385,355
299,279
212,615
128,337
49,373
-21,854
-83,369
-133,532
-171,549
-197,117
-210,037
-211,237
-202,642
-186,384
-164,982
-141,193
-117,114
-94,78
-76,56
-63,74
-56,568
-54,885
-57,768
-63,844
-72,113
-81,288
-89,558
-95,844
-99,69
-100,894
-99,892
-97,375
-93,811
-89,94
-86,792
-84,9
-84,486
-85,616
-87,973
-91,199
-95,022
-98,992
-102,593
-105,541
-107,674
-108,923
-109,352
-108,969
-107,762
-105,795
-103,15
-99,901
-96,119
-91,845
-87,122
-82,033
-76,689
-71,207
-65,689
-60,195
-54,764
-49,431
-44,226
-39,183
-34,319
-29,631
-25,115
-20,764
-16,574
-12,544
-8,659
-4,888
-1,194
2,463
6,117
9,791
13,505
17,277
21,122
25,056
29,091
33,231
37,484
41,86
46,372
51,033
55,853
60,837
65,987
71,307
76,799
82,462
88,297
94,299
100,465
106,79
113,267
119,89
126,647
133,524
140,507
147,577
154,715
161,903
169,118
176,338
183,541
190,704
197,802
204,811
211,703
218,453
225,032
231,412
237,564
243,46
249,07
254,366
259,321
263,91
268,104
271,878
275,202
278,055
280,419
282,28
283,626
284,453
284,758
284,546
283,83
282,622
280,932
278,768
276,136
273,047
269,513
265,545
261,158
256,362
251,155
245,539
239,509
233,053
226,158
218,803
210,96
202,615
193,767
184,421
174,599
164,322
153,62
142,535
131,114
119,412
107,505
95,471
83,398
71,397
59,572
48,033
36,903
26,276
16,234
6,846
-1,841
-9,786
-16,961
-23,359
-28,986
-33,854
-38
-41,466
-44,31
-46,619
-48,472
-49,948
-51,136
-52,105
-52,91
-53,607
-54,229
-54,803
-55,352
-55,884
-56,399
-56,898
-57,372
-57,801
-58,162
-58,412
-58,517
-58,452
-58,19
-57,717
-57,024
-56,106
-54,969
-53,629
-52,1
-50,4
-48,554
-46,578
-44,495
-42,334
-40,122
-37,894
-35,68
-33,501
-31,38
-29,334
-27,377
-25,521
-23,774
-22,139
-20,619
-19,219
-17,941
-16,791
-15,773
-14,887
-14,136
-13,52
-13,039
-12,695
-12,49
-12,424
-12,498
-12,713
-13,069
-13,566
-14,203
-14,98
-15,891
-16,934
-18,102
-19,392
-20,797
-22,31
-23,925
-25,636
-27,436
-29,318
-31,275
-33,3
-35,387
-37,527
-39,715
-41,943
-44,203
-46,49
-48,794
-51,111
-53,431
-55,748
-58,055
-60,343
-62,607
-64,839
-67,032
-69,179
-71,276
-73,316
-75,294
-77,206
-79,046
-80,812
-82,499
-84,105
-85,625
-87,059
-88,403
-89,656
-90,815
-91,879
-92,847
-93,717
-94,488
-95,159
-95,728
-96,195
-96,559
-96,819
-96,975
-97,027
-96,975
-96,82
-96,562
-96,202
-95,742
-95,184
-94,529
-93,779
-92,937
-92,004
-90,983
-89,878
-88,69
-87,424
-86,084
-84,672
-83,195
-81,655
-80,059
-78,41
-76,716
-74,98
-73,211
-71,413
-69,594
-67,762
-65,923
-64,086
-62,259
-60,45
-58,668
-56,921
-55,218
-53,566
-51,973
-50,448
-48,999
-47,632
-46,354
-45,174
-44,097
-43,13
-42,279
-41,549
-40,944
-40,469
-40,126
-39,919
-39,848
-39,916
-40,123
-40,469
-40,953
-41,573
-42,328
-43,214
-44,228
-45,363
-46,616
-47,979
-49,445
-51,007
-52,658
-54,387
-56,188
-58,05
-59,965
-61,922
-63,912
-65,925
-67,951
-69,979
-71,998
-74
-75,973
-77,909
-79,798
-81,631
-83,4
-85,097
-86,715
-88,245
-89,683
-91,02
-92,253
-93,375
-94,382
-95,271
-96,038
-96,682
-97,201
-97,593
-97,859
-97,998
-98,011
-97,899
-97,665
-97,309
-96,835
-96,246
-95,546
-94,739
-93,829
-92,822
-91,723
-90,537
-89,271
-87,93
-86,521
-85,049
-83,521
-81,943
-80,322
-78,666
-76,979
-75,271
-73,546
-71,813
-70,078
-68,348
-66,629
-64,927
-63,25
-61,602
-59,992
-58,423
-56,903
-55,438
-54,032
-52,691
-51,419
-50,223
-49,105
-48,069
-47,119
-46,259
-45,491
-44,817
-44,239
-43,761
-43,381
-43,103
-42,925
-42,848
-42,871
-42,993
-43,213
-43,528
-43,936
-44,434
-45,018
-45,685
-46,43
-47,249
-48,135
-49,084
-50,088
-51,141
-52,236
-53,367
-54,526
-55,706
-56,899
-58,098
-59,296
-60,485
-61,658
-62,807
-63,925
-65,003
-66,036
-67,015
-67,935
-68,788
-69,569
-70,272
-70,893
-71,426
-71,867
-72,212
-72,459
-72,603
-72,644
-72,581
-72,411
-72,137
-71,758
-71,276
-70,695
-70,016
-69,243
-68,38
-67,43
-66,397
-65,286
-64,101
-62,846
-61,526
-60,149
-58,721
-57,25
-55,743
-54,211
-52,662
-51,109
-49,56
-48,027
-46,517
-45,04
-43,607
-42,229
-40,915
-39,676
-38,521
-37,461
-36,51
-35,678
-34,975
-34,406
-33,972
-33,677
-33,53
-33,54
-33,719
-34,078
-34,627
-35,386
-36,379
-37,629
-39,153
-40,956
-43,028
-45,365
-47,966
-50,832
-53,959
-57,334
-60,923
-64,695
-68,617
-72,646
-76,728
-80,779
-84,693
-88,368
-91,719
-94,681
-97,211
-99,263
-100,783
-101,728
-102,074
-101,827
-101,021
-99,7
-97,9
-95,686
-93,151
-90,427
-87,694
-85,143
-82,948
-81,271
-80,259
-80,034
-80,75
-82,591
-85,633
-89,849
-95,091
-101,027
-107,341
-113,787
-119,989
-125,463
-129,856
-132,882
-134,535
-135,358
-135,835
-136,211
-136,814
-137,76
-138,845
-139,918
-140,337
-138,468
-132,65
-121,335
-102,808
-76,002
-40,315
5,099
60,475
124,825
196,811
274,529
355,211
436,429
515,677
589,476
654,304
707,145
744,983
765,508
767,68
750,577
713,853
658,778
587,592
503,21
409,7
311,347
211,792
115,091
25,433
-53,946
-120,463
-172,274
-209,075
-231,268
-239,09
-233,798
-217,743
-193,536
-164,235
-133,005
-102,146
-73,723
-50,228
-33,396
-23,807
-21,316
-24,857
-32,824
-43,843
-56,372
-68,306
-77,815
-83,825
-85,862
-84,159
-79,383
-72,181
-63,365
-54,081
-45,403
-37,985
-32,117
-27,753
-24,635
-22,528
-21,16
-20,133
-19,066
-17,758
-16,15
-14,292
-12,291
-10,194
-8,004
-5,76
-3,505
-1,244
1,036
3,383
5,872
8,531
11,358
14,357
17,526
20,88
24,438
28,2
32,156
36,29
40,577
45
49,533
54,137
58,767
63,375
67,902
72,304
76,54
80,558
84,321
87,805
91,003
93,929
96,608
99,07
101,356
103,514
105,612
107,719
109,897
112,199
114,684
117,414
120,461
123,91
127,829
132,259
137,221
142,717
148,738
155,264
162,257
169,651
177,362
185,313
193,443
201,702
210,041
218,398
226,698
234,858
242,808
250,496
257,877
264,916
271,577
277,836
283,69
289,156
294,263
299,028
303,448
307,516
311,218
314,549
317,51
320,1
322,309
324,124
325,531
326,519
327,088
327,228
326,924
326,154
324,897
323,144
320,904
318,184
314,997
311,352
307,257
302,731
297,797
292,473
286,778
280,726
274,318
267,556
260,446
252,98
245,156
236,961
228,373
219,385
209,997
200,213
190,051
179,525
168,653
157,471
146,019
134,348
122,528
110,634
98,749
86,982
75,432
64,202
53,405
43,129
33,448
24,431
16,124
8,568
1,794
-4,191
-9,389
-13,813
-17,5
-20,497
-22,866
-24,697
-26,075
-27,078
-27,796
-28,295
-28,635
-28,873
-29,049
-29,193
-29,335
-29,488
-29,66
-29,858
-30,075
-30,293
-30,489
-30,621
-30,654
-30,566
-30,33
-29,933
-29,369
-28,632
-27,728
-26,671
-25,473
-24,15
-22,722
-21,203
-19,615
-17,982
-16,333
-14,7
-13,112
-11,589
-10,151
-8,814
-7,588
-6,485
-5,51
-4,662
-3,943
-3,356
-2,901
-2,584
-2,404
-2,361
-2,455
-2,683
-3,043
-3,535
-4,156
-4,906
-5,781
-6,781
-7,903
-9,145
-10,505
-11,978
-13,559
-15,241
-17,018
-18,883
-20,828
-22,846
-24,928
-27,066
-29,253
-31,481
-33,742
-36,029
-38,333
-40,647
-42,963
-45,274
-47,572
-49,849
-52,099
-54,314
-56,487
-58,612
-60,681
-62,689
-64,63
-66,498
-68,288
-69,996
-71,617
-73,149
-74,588
-75,933
-77,182
-78,334
-79,389
-80,347
-81,209
-81,976
-82,649
-83,232
-83,725
-84,132
-84,455
-84,698
-84,863
-84,955
-84,976
-84,932
-84,824
-84,659
-84,439
-84,169
-83,854
-83,496
-83,101
-82,674
-82,217
-81,736
-81,234
-80,716
-80,185
-79,646
-79,1
-78,552
-78,005
-77,461
-76,923
-76,394
-75,874
-75,367
-74,874
-74,397
-73,937
-73,495
-73,074
-72,673
-72,295
-71,939
-71,608
-71,302
-71,022
-70,769
-70,544
-70,349
-70,185
-70,052
-69,952
-69,885
-69,853
-69,856
-69,895
-69,97
-70,083
-70,234
-70,422
-70,649
-70,915
-71,22
-71,565
-71,948
-72,371
-72,833
-73,334
-73,873
-74,449
-75,063
-75,712
-76,398
-77,117
-77,869
-78,653
-79,466
-80,306
-81,172
-82,06
-82,968
-83,893
-84,831
-85,779
-86,735
-87,693
-88,652
-89,607
-90,555
-91,492
-92,416
-93,321
-94,206
-95,066
-95,898
-96,7
-97,468
-98,2
-98,893
-99,544
-100,151
-100,711
-101,223
-101,685
-102,095
-102,451
-102,753
-103
-103,19
-103,324
-103,403
-103,425
-103,394
-103,308
-103,171
-102,983
-102,746
-102,464
-102,138
-101,771
-101,365
-100,924
-100,451
-99,948
-99,42
-98,869
-98,299
-97,714
-97,116
-96,509
-95,897
-95,284
-94,672
-94,066
-93,469
-92,884
-92,314
-91,763
-91,234
-90,73
-90,252
-89,804
-89,387
-89,004
-88,655
-88,343
-88,067
-87,829
-87,628
-87,464
-87,338
-87,248
-87,194
-87,174
-87,186
-87,231
-87,305
-87,408
-87,536
-87,687
-87,86
-88,051
-88,257
-88,474
-88,7
-88,93
-89,162
-89,392
-89,616
-89,83
-90,032
-90,217
-90,383
-90,527
-90,645
-90,735
-90,793
-90,819
-90,811
-90,767
-90,688
-90,572
-90,42
-90,233
-90,012
-89,759
-89,476
-89,165
-88,829
-88,471
-88,094
-87,704
-87,306
-86,908
-86,519
-86,146
-85,8
-85,49
-85,227
-85,022
-84,882
-84,816
-84,832
-84,936
-85,138
-85,448
-85,874
-86,425
-87,106
-87,925
-88,884
-89,989
-91,239
-92,63
-94,157
-95,818
-97,615
-99,555
-101,647
-103,892
-106,287
-108,826
-111,498
-114,289
-117,179
-120,132
-123,107
-126,066
-128,97
-131,792
-134,496
-137,038
-139,364
-141,404
-143,093
-144,379
-145,222
-145,595
-145,485
-144,888
-143,825
-142,34
-140,498
-138,386
-136,099
-133,738
-131,421
-129,258
-127,399
-126,075
-125,431
-125,508
-126,23
-127,301
-128,416
-129,393
-129,95
-129,711
-128,498
-126,258
-123,27
-120,432
-118,529
-117,968
-119,12
-122,042
-126,378
-131,712
-136,943
-139,866
-138,334
-130,514
-114,635
-89,71
-55,192
-10,326
44,752
108,502
179,049
254,078
330,771
406,848
479,774
545,95
602,026
645,388
673,626
685,25
679,672
656,113
614,693
557,277
486,494
405,615
318,63
229,146
140,373
56,164
-19,907
-85,303
-138,172
-177,808
-204,763
-219,781
-223,664
-218,132
-205,553
-188,786
-170,818
-153,873
-139,465
-127,444
-117,772
-112,19
-110,616
-114,73
-126,04
-139,153
-150,828
-156,83
-151,46
-139,054
-123,605
-108,265
-98,505
-92,402
-87,434
-83,278
-78,321
-73,74
-70,958
-69,593
-69,42
-69,869
-70,365
-70,908
-71,522
-72,115
-72,618
-72,99
-73,238
-73,384
-73,407
-73,261
-72,892
-72,282
-71,437
-70,354
-69,023
-67,432
-65,59
-63,519
-61,25
-58,814
-56,222
-53,483
-50,614
-47,632
-44,559
-41,413
-38,199
-34,915
-31,568
-28,169
-24,737
-21,3
-17,864
-14,424
-10,975
-7,503
-3,998
-0,447
3,169
6,879
10,704
14,666
18,779
23,055
27,514
32,177
37,067
42,211
47,632
53,344
59,366
65,707
72,368
79,347
86,631
94,202
102,039
110,116
118,403
126,872
135,493
144,24
153,094
162,025
171,005
179,996
188,957
197,852
206,66
215,358
223,928
232,362
240,656
248,819
256,881
264,858
272,749
280,543
288,202
295,698
303,003
310,091
316,944
323,531
329,804
335,721
341,243
346,318
350,888
354,866
358,128
360,578
362,142
362,773
362,456
361,173
358,905
355,642
351,374
346,104
339,852
332,622
324,41
315,233
305,111
294,116
282,372
269,982
257,035
243,611
229,764
215,563
201,093
186,43
171,65
156,834
142,061
127,442
113,112
99,19
85,789
72,982
60,787
49,233
38,349
28,159
18,693
9,958
1,939
-5,376
-11,994
-17,945
-23,269
-28,039
-32,361
-36,331
-40,039
-43,552
-46,906
-50,137
-53,283
-56,365
-59,401
-62,4
-65,351
-68,253
-71,112
-73,917
-76,651
-79,279
-81,742
-83,994
-86
-87,732
-89,179
-90,331
-91,18
-91,733
-92,003
-92,007
-91,765
-91,295
-90,605
-89,714
-88,641
-87,414
-86,064
-84,619
-83,096
-81,515
-79,888
-78,227
-76,542
-74,836
-73,11
-71,363
-69,596
-67,812
-66,016
-64,211
