Lead,Lead I
-240,597
-211,672
-169,96
-119,057
-62,657
-4,36
51,142
103,278
151,501
194,241
231,199
260,953
282,21
295,016
299,308
295,065
282,739
262,579
234,648
199,302
157,118
108,838
55,759
-0,351
-57,843
-114,885
-169,307
-219,073
-262,328
-297,56
-324,132
-342,114
-351,674
-353,291
-348,008
-337,155
-322,404
-305,544
-287,817
-270,058
-253,255
-238,411
-226,25
-217,261
-211,381
-208,119
-207,191
-208,412
-211,297
-215,148
-219,175
-222,589
-225,042
-226,578
-227,188
-226,879
-225,793
-224,167
-222,4
-220,962
-220,046
-219,596
-219,507
-219,624
-219,81
-219,963
-219,899
-219,395
-218,341
-216,739
-214,661
-212,229
-209,534
-206,622
-203,552
-200,391
-197,199
-194,021
-190,881
-187,777
-184,697
-181,64
-178,609
-175,608
-172,626
-169,634
-166,582
-163,423
-160,121
-156,649
-152,986
-149,11
-144,997
-140,632
-136,016
-131,155
-126,065
-120,754
-115,22
-109,464
-103,484
-97,285
-90,882
-84,287
-77,506
-70,55
-63,427
-56,154
-48,753
-41,245
-33,645
-25,964
-18,21
-10,391
-2,528
5,36
13,249
21,11
28,919
36,653
44,288
51,807
59,206
66,488
73,67
80,784
87,852
94,89
101,912
108,917
115,905
122,873
129,811
136,712
143,567
150,362
157,076
163,677
170,103
176,276
182,097
187,438
192,178
196,204
199,398
201,669
202,936
203,128
202,187
200,062
196,697
192,039
186,051
178,714
170,053
160,126
149,02
136,862
123,791
109,953
95,512
80,615
65,403
50,014
34,579
19,231
4,124
-10,576
-24,717
-38,151
-50,772
-62,509
-73,312
-83,174
-92,102
-100,124
-107,29
-113,646
-119,236
-124,11
-128,318
-131,918
-134,995
-137,652
-139,995
-142,134
-144,154
-146,118
-148,075
-150,052
-152,061
-154,1
-156,157
-158,213
-160,254
-162,267
-164,239
-166,152
-167,977
-169,669
-171,185
-172,474
-173,498
-174,236
-174,673
-174,805
-174,64
-174,188
-173,473
-172,52
-171,352
-169,991
-168,458
-166,771
-164,956
-163,042
-161,057
-159,035
-157,003
-154,98
-152,984
-151,03
-149,126
-147,28
-145,495
-143,769
-142,104
-140,502
-138,964
-137,493
-136,091
-134,758
-133,491
-132,29
-131,154
-130,08
-129,067
-128,114
-127,22
-126,382
-125,6
-124,872
-124,196
-123,57
-122,991
-122,454
-121,955
-121,491
-121,058
-120,651
-120,266
-119,899
-119,547
-119,206
-118,875
-118,548
-118,225
-117,902
-117,578
-117,251
-116,92
-116,584
-116,242
-115,893
-115,536
-115,172
-114,8
-114,42
-114,032
-113,637
-113,235
-112,828
-112,415
-111,998
-111,578
-111,155
-110,73
-110,305
-109,88
-109,456
-109,034
-108,615
-108,199
-107,788
-107,38
-106,978
-106,58
-106,186
-105,797
-105,411
-105,028
-104,647
-104,265
-103,884
-103,499
-103,111
-102,718
-102,318
-101,908
-101,488
-101,055
-100,607
-100,142
-99,66
-99,157
-98,633
-98,086
-97,515
-96,918
-96,296
-95,647
-94,971
-94,267
-93,536
-92,778
-91,993
-91,18
-90,342
-89,478
-88,59
-87,679
-86,746
-85,792
-84,819
-83,829
-82,823
-81,803
-80,771
-79,729
-78,679
-77,623
-76,564
-75,502
-74,441
-73,382
-72,327
-71,278
-70,236
-69,202
-68,178
-67,164
-66,161
-65,17
-64,19
-63,223
-62,267
-61,322
-60,388
-59,463
-58,549
-57,642
-56,743
-55,851
-54,965
-54,083
-53,206
-52,332
-51,461
-50,592
-49,725
-48,858
-47,991
-47,124
-46,257
-45,39
-44,521
-43,653
-42,783
-41,914
-41,046
-40,179
-39,315
-38,454
-37,598
-36,748
-35,907
-35,075
-34,256
-33,451
-32,662
-31,893
-31,145
-30,42
-29,72
-29,047
-28,403
-27,789
-27,206
-26,655
-26,137
-25,652
-25,201
-24,782
-24,395
-24,04
-23,714
-23,415
-23,143
-22,893
-22,665
-22,454
-22,257
-22,071
-21,892
-21,717
-21,54
-21,358
-21,164
-20,955
-20,724
-20,466
-20,175
-19,847
-19,475
-19,055
-18,581
-18,049
-17,455
-16,793
-16,062
-15,256
-14,373
-13,41
-12,367
-11,24
-10,031
-8,739
-7,364
-5,91
-4,378
-2,771
-1,091
0,658
2,471
4,344
6,272
8,25
10,271
12,329
14,415
16,521
18,638
20,756
22,863
24,949
27,003
29,013
30,972
32,868
34,691
36,43
38,074
39,612
41,036
42,332
43,488
44,492
45,335
46,01
46,514
46,843
46,989
46,945
46,702
46,255
45,594
44,706
43,576
42,186
40,531
38,613
36,442
34,029
31,38
28,5
25,395
22,081
18,578
14,906
11,086
7,145
3,123
-0,918
-4,9
-8,751
-12,41
-15,839
-19,006
-21,879
-24,427
-26,621
-28,438
-29,881
-30,953
-31,65
-31,984
-31,979
-31,687
-31,207
-30,648
-30,119
-29,729
-29,569
-29,729
-30,309
-31,381
-33,027
-35,35
-38,375
-42,085
-46,395
-51,066
-55,838
-60,467
-64,601
-67,847
-69,939
-70,718
-70,306
-69,214
-67,929
-66,853
-66,393
-66,797
-68,101
-70,096
-71,966
-72,228
-69,329
-61,719
-47,952
-26,986
1,985
39,397
84,845
137,015
194,154
254,079
314,345
372,671
426,629
473,751
511,978
539,884
556,416
560,884
553,2
533,439
501,93
460,392
410,838
354,211
292,466
226,405
156,449
87,141
22,325
-33,888
-76,908
-107,828
-128,229
-139,479
-144,202
-141,826
-132,259
-116,979
-97,181
-75,536
-54,388
-35,084
-19,007
-6,863
1,118
4,994
5,455
3,413
-0,344
-4,878
-9,273
-12,721
-14,477
-14,264
-12,269
-8,821
-4,317
0,764
5,979
10,834
14,813
17,692
19,491
20,328
20,416
19,956
19,108
18,072
17,071
16,24
15,653
15,338
15,284
15,504
16,039
16,921
18,165
19,774
21,735
24,035
26,669
29,627
32,89
36,435
40,229
44,237
48,423
52,747
57,158
61,595
65,983
70,248
74,341
78,233
81,916
85,388
88,648
91,707
94,587
97,324
99,963
102,55
105,134
107,78
110,57
113,599
116,967
120,759
125,03
129,825
135,167
141,07
147,537
154,549
162,068
170,047
178,44
187,191
196,242
205,512
214,893
224,277
233,559
242,65
251,485
260,01
268,183
275,977
283,391
290,442
297,161
303,573
309,687
315,513
321,06
326,352
331,423
336,303
341,01
345,552
349,922
354,102
358,057
361,733
365,039
367,869
370,11
371,659
372,44
372,389
371,445
369,559
366,685
362,788
357,843
351,831
344,731
336,546
327,298
317,032
305,835
293,813
281,081
267,767
253,984
239,835
225,423
210,837
196,16
181,473
166,86
152,416
138,248
124,451
111,108
98,29
86,045
74,412
63,411
53,038
43,287
34,151
25,622
17,7
10,389
3,681
-2,44
-8,004
-13,06
-17,653
-21,833
-25,653
-29,163
-32,42
-35,465
-38,317
-40,987
-43,483
-45,815
-47,997
-50,046
-51,968
-53,767
-55,444
-56,992
-58,409
-59,685
-60,805
-61,75
-62,493
-63,022
-63,335
-63,442
-63,354
-63,085
-62,647
-62,054
-61,327
-60,486
-59,548
-58,53
-57,445
-56,31
-55,146
-53,976
-52,824
-51,71
-50,649
-49,649
-48,72
-47,867
-47,095
-46,405
-45,795
-45,263
-44,81
-44,435
-44,139
-43,923
-43,783
-43,717
-43,72
-43,788
-43,917
-44,103
-44,342
-44,628
-44,956
-45,325
-45,729
-46,165
-46,629
-47,117
-47,624
-48,144
-48,675
-49,212
-49,749
-50,283
-50,81
-51,327
-51,83
-52,317
-52,785
-53,231
-53,653
-54,05
-54,418
-54,758
-55,066
-55,342
-55,585
-55,794
-55,968
-56,108
-56,213
-56,285
-56,323
-56,33
-56,307
-56,253
-56,172
-56,064
-55,931
-55,773
-55,593
-55,392
-55,171
-54,931
-54,673
-54,399
-54,11
-53,807
-53,491
-53,164
-52,825
-52,477
-52,119
-51,754
-51,382
-51,004
-50,621
-50,235
-49,845
-49,454
-49,061
-48,666
-48,271
-47,875
-47,478
-47,08
-46,681
-46,279
-45,876
-45,47
-45,062
-44,65
-44,234
-43,815
-43,392
-42,965
-42,534
-42,1
-41,662
-41,221
-40,777
-40,33
-39,881
-39,43
-38,978
-38,525
-38,072
-37,618
-37,164
-36,711
-36,258
-35,807
-35,357
-34,91
-34,466
-34,025
-33,589
-33,159
-32,736
-32,321
-31,914
-31,518
-31,132
-30,758
-30,397
-30,049
-29,714
-29,393
-29,088
-28,798
-28,525
-28,268
-28,025
-27,797
-27,584
-27,384
-27,198
-27,024
-26,862
-26,711
-26,572
-26,445
-26,33
-26,226
-26,132
-26,044
-25,962
-25,889
-25,826
-25,773
-25,73
-25,696
-25,673
-25,66
-25,66
-25,67
-25,687
-25,71
-25,735
-25,763
-25,796
-25,838
-25,888
-25,936
-25,971
-25,98
-25,961
-25,928
-25,884
-25,831
-25,768
-25,679
-25,574
-25,498
-25,441
-25,344
-25,154
-24,798
-24,279
-23,723
-23,184
-22,618
-22,1
-21,776
-21,777
-22,332
-23,48
-24,943
-26,591
-28,429
-30,26
-31,868
-33,065
-33,482
-33,004
-31,946
-30,415
-28,399
-26,182
-23,974
-21,93
-20,418
-19,572
-19,171
-19,218
-19,773
-20,567
-21,449
-22,328
-22,946
-23,218
-23,234
-22,903
-22,132
-21,082
-19,83
-18,413
-16,962
-15,493
-13,984
-12,521
-11,166
-9,861
-8,586
-7,323
-6,031
-4,735
-3,45
-2,142
-0,792
0,6
2,042
3,531
5,078
6,728
8,514
10,459
12,574
14,842
17,249
19,782
22,413
25,111
27,826
30,493
33,059
35,483
37,72
39,732
41,463
42,838
43,801
44,305
44,321
43,842
42,861
41,38
39,421
37,022
34,241
31,149
27,803
24,243
20,511
16,645
12,693
8,721
4,775
0,895
-2,877
-6,506
-9,959
-13,202
-16,232
-19,066
-21,726
-24,236
-26,6
-28,806
-30,84
-32,696
-34,353
-35,771
-36,946
-37,907
-38,742
-39,619
-40,688
-42,031
-43,75
-45,951
-48,6
-51,574
-54,622
-57,27
-59,133
-59,994
-59,567
-57,619
-54,221
-49,575
-44,139
-38,793
-34,237
-30,993
-29,811
-31,321
-35,758
-43,211
-53,298
-65,01
-77,477
-89,728
-100,221
-107,339
-109,572
-105,35
-93,575
-73,752
-45,334
-8,192
36,909
88,679
145,324
204,459
263,648
320,562
372,533
416,998
451,937
475,801
487,598
487,049
474,327
449,817
414,52
369,95
317,855
260,184
199,096
136,653
74,791
15,694
-38,591
-86,437
-126,539
-158,056
-180,806
-194,916
-200,65
-198,931
-191,18
-178,945
-163,918
-147,652
-131,263
-115,749
-102,209
-91,333
-83,258
-77,773
-74,326
-72,286
-71,214
-70,639
-69,838
-68,146
-65,256
-61,172
-56,168
-50,631
-44,856
-39,112
-33,832
-29,487
-26,331
-24,424
-23,651
-23,774
-24,595
-25,949
-27,609
-29,331
-30,938
-32,297
-33,349
-34,093
-34,507
-34,564
-34,244
-33,521
-32,39
-30,863
-28,953
-26,681
-24,076
-21,171
-18,004
-14,618
-11,048
-7,331
-3,493
0,448
4,473
8,566
12,712
16,893
21,101
25,343
29,624
33,95
38,333
42,78
47,303
51,922
56,645
61,48
66,434
71,514
76,721
82,054
87,499
93,033
98,629
104,261
109,908
115,557
121,195
126,817
132,424
138,024
143,633
149,269
154,933
160,63
166,364
172,15
178,013
184,001
190,153
196,512
203,121
210,008
217,193
224,683
232,459
240,483
248,7
257,045
265,465
273,903
282,294
290,567
298,641
306,418
313,801
320,684
326,945
332,471
337,153
340,893
343,614
345,257
345,789
345,198
343,477
340,629
336,667
331,607
325,468
318,281
310,08
300,904
290,821
279,899
268,217
255,872
242,958
229,575
215,813
201,742
187,424
172,921
158,291
143,598
128,921
114,336
99,929
85,803
72,046
58,746
45,983
33,806
22,246
11,317
1,026
-8,615
-17,588
-25,884
-33,496
-40,427
-46,699
-52,337
-57,382
-61,908
-65,989
-69,71
-73,161
-76,404
-79,483
-82,429
-85,261
-87,995
-90,651
-93,242
-95,774
-98,257
-100,692
-103,08
-105,416
-107,675
-109,824
-111,826
-113,635
-115,221
-116,571
-117,676
-118,54
-119,172
-119,58
-119,78
-119,794
-119,637
-119,326
-118,875
-118,298
-117,615
-116,85
-116,029
-115,181
-114,329
-113,491
-112,68
-111,905
-111,173
-110,488
-109,849
-109,252
-108,698
-108,184
-107,712
-107,283
-106,897
-106,552
-106,247
-105,977
-105,74
-105,534
-105,356
-105,204
-105,076
-104,969
-104,882
-104,815
-104,766
-104,734
-104,716
-104,71
-104,712
-104,721
-104,735
-104,75
-104,765
-104,777
-104,786
-104,79
-104,788
-104,781
-104,768
-104,748
-104,723
-104,692
-104,655
-104,614
-104,57
-104,522
-104,471
-104,419
-104,367
-104,316
-104,266
-104,218
-104,175
-104,136
-104,102
-104,075
-104,055
-104,042
-104,038
-104,043
-104,058
-104,082
-104,117
-104,162
-104,219
-104,286
-104,363
-104,451
-104,549
-104,656
-104,772
-104,896
-105,026
-105,161
-105,301
-105,443
-105,585
-105,728
-105,867
-106,003
-106,132
-106,255
-106,368
-106,47
-106,561
-106,639
-106,703
-106,752
-106,785
-106,802
-106,801
-106,784
-106,75
-106,698
-106,629
-106,543
-106,439
-106,319
-106,183
-106,031
-105,863
-105,681
-105,484
-105,273
-105,05
-104,815
-104,569
-104,313
-104,05
-103,779
-103,504
-103,224
-102,942
-102,659
-102,377
-102,097
-101,819
-101,546
-101,278
-101,016
-100,76
-100,511
-100,269
-100,035
-99,808
-99,589
-99,377
-99,173
-98,975
-98,784
-98,6
-98,422
-98,251
-98,087
-97,929
-97,779
-97,637
-97,503
-97,376
-97,259
-97,149
-97,048
-96,956
-96,871
-96,795
-96,727
-96,668
-96,617
-96,575
-96,542
-96,518
-96,504
-96,499
-96,505
-96,521
-96,548
-96,586
-96,636
-96,699
-96,775
-96,864
-96,967
-97,083
-97,212
-97,353
-97,504
-97,663
-97,828
-97,995
-98,163
-98,328
-98,487
-98,638
-98,779
-98,906
-99,018
-99,112
-99,186
-99,235
-99,254
-99,238
-99,184
-99,086
-98,938
-98,735
-98,471
-98,144
-97,751
-97,289
-96,754
-96,139
-95,438
-94,645
-93,76
-92,781
-91,708
-90,544
-89,293
-87,968
-86,585
-85,157
-83,69
-82,187
-80,644
-79,061
-77,437
-75,771
-74,061
-72,305
-70,497
-68,637
-66,728
-64,764
-62,734
-60,619
-58,384
-56,011
-53,497
-50,847
-48,078
-45,213
-42,276
-39,305
-36,345
-33,438
-30,625
-27,939
-25,401
-23,044
-20,91
-19,051
-17,532
-16,4
-15,682
-15,396
-15,548
-16,129
-17,126
-18,506
-20,215
-22,205
-24,438
-26,88
-29,512
-32,309
-35,233
-38,242
-41,287
-44,325
-47,328
-50,273
-53,134
-55,892
-58,531
-61,042
-63,437
-65,726
-67,91
-69,993
-71,964
-73,798
-75,479
-76,985
-78,291
-79,388
-80,255
-80,848
-81,178
-81,295
-81,298
-81,368
-81,646
-82,21
-83,168
-84,573
-86,381
-88,507
-90,667
-92,389
-93,305
-93,082
-91,416
-88,258
-83,707
-77,966
-71,654
-65,607
-60,55
-57,283
-56,543
-58,761
-64,172
-72,67
-82,945
-92,827
-100,555
-104,837
-106,288
-106,857
-106,325
-101,828
-87,659
-57,526
-9,511
52,754
121,475
188,53
249,154
302,588
350,6
394,259
432,848
464,529
487,048
499,212
500,829
491,99
473,044
444,297
406,24
359,918
306,664
248,257
186,823
124,395
63,192
5,669
-45,968
-89,851
-124,453
-149,202
-164,213
-169,67
-166,382
-155,777
-139,413
-119,197
-97,205
-74,864
-53,255
-33,62
-16,722
-2,94
7,362
14,377
18,69
20,646
20,632
19,299
17,043
14,256
11,598
9,448
7,988
7,396
7,649
8,624
10,378
12,908
15,909
19,046
21,955
24,391
26,346
27,827
28,728
28,939
28,52
27,698
26,833
26,188
25,849
25,868
26,319
27,316
28,931
31,106
33,681
36,52
39,56
42,788
46,21
49,796
53,497
57,296
61,201
65,229
69,383
73,639
77,953
82,299
86,672
91,076
95,528
100,036
104,608
109,255
113,99
118,828
123,787
128,878
134,112
139,498
145,047
150,77
156,683
162,791
169,092
175,575
182,216
188,994
195,889
202,879
209,942
217,056
224,194
231,33
238,438
245,492
252,471
259,352
266,114
272,745
279,244
285,625
291,915
298,14
304,315
310,454
316,56
322,635
328,679
334,681
340,625
346,488
352,244
357,868
363,329
368,579
373,546
378,136
382,233
385,724
388,505
390,476
391,539
391,608
390,613
388,505
385,252
380,831
375,216
368,377
360,299
350,996
340,511
328,919
316,313
302,798
288,488
273,513
258,017
242,14
226,005
209,718
193,376
177,079
160,945
145,105
129,68
114,769
100,459
86,817
73,905
61,778
50,461
39,953
30,23
21,264
13,036
5,536
-1,251
-7,354
-12,822
-17,722
-22,114
-26,056
-29,61
-32,841
-35,82
-38,623
-41,3
-43,874
-46,358
-48,758
-51,085
-53,357
-55,58
-57,752
-59,865
-61,903
-63,857
-65,719
-67,471
-69,09
-70,548
-71,808
-72,855
-73,687
-74,308
-74,726
-74,952
-74,994
-74,868
-74,596
-74,198
-73,691
-73,091
-72,411
-71,667
-70,879
-70,071
-69,265
-68,479
-67,724
-67,008
-66,339
-65,719
-65,153
-64,639
-64,173
-63,754
-63,38
-63,052
-62,771
-62,538
-62,35
-62,206
-62,104
-62,042
-62,02
-62,034
-62,085
-62,171
-62,291
-62,445
-62,633
-62,856
-63,112
-63,4
-63,719
-64,067
-64,444
-64,847
-65,275
-65,726
-66,2
-66,694
-67,208
-67,741
-68,292
-68,861
-69,446
-70,046
-70,66
-71,286
-71,925
-72,572
-73,229
-73,891
-74,559
-75,231
-75,904
-76,578
-77,251
-77,922
-78,59
-79,252
-79,909
-80,557
-81,198
-81,828
-82,448
-83,057
-83,655
-84,241
-84,814
-85,376
-85,925
-86,461
-86,985
-87,497
-87,995
-88,482
-88,955
-89,417
-89,868
-90,307
-90,737
-91,157
-91,568
-91,973
-92,37
-92,762
-93,148
-93,53
-93,908
-94,283
-94,656
-95,027
-95,397
-95,767
-96,135
-96,504
-96,871
-97,238
-97,604
-97,967
-98,327
-98,684
-99,036
-99,382
-99,721
-100,053
-100,376
-100,689
-100,991
-101,281
-101,556
-101,816
-102,059
-102,284
-102,489
-102,674
-102,836
-102,976
-103,093
-103,185
-103,254
-103,299
-103,318
-103,313
-103,282
-103,226
-103,146
-103,042
-102,913
-102,763
-102,591
-102,4
-102,191
-101,966
-101,727
-101,476
-101,214
-100,943
-100,665
-100,382
-100,096
-99,808
-99,521
-99,237
-98,958
-98,685
-98,42
-98,164
-97,917
-97,679
-97,449
-97,227
-97,01
-96,798
-96,59
-96,385
-96,181
-95,976
-95,77
-95,563
-95,353
-95,136
-94,91
-94,67
-94,411
-94,13
-93,82
-93,477
-93,094
-92,667
-92,192
-91,668
-91,091
-90,456
-89,759
-88,991
-88,146
-87,225
-86,225
-85,146
-83,991
-82,765
-81,479
-80,15
-78,79
-77,406
-75,999
-74,567
-73,106
-71,617
-70,097
-68,542
-66,949
-65,312
-63,629
-61,902
-60,128
-58,294
-56,383
-54,363
-52,217
-49,944
-47,546
-45,039
-42,444
-39,785
-37,096
-34,422
-31,803
-29,277
-26,876
-24,624
-22,554
-20,704
-19,119
-17,857
-16,957
-16,446
-16,34
-16,647
-17,363
-18,478
-19,97
-21,797
-23,93
-26,335
-28,978
-31,835
-34,875
-38,063
-41,361
-44,723
-48,104
-51,469
-54,789
-58,031
-61,17
-64,175
-67,017
-69,679
-72,141
-74,381
-76,388
-78,136
-79,599
-80,758
-81,586
-82,053
-82,186
-82,03
-81,663
-81,222
-80,815
-80,534
-80,523
-80,9
-81,661
-82,695
-83,741
-84,463
-84,684
-84,327
-83,281
-81,51
-79,129
-76,469
-74,137
-72,77
-72,741
-74,257
-77,477
-82,492
-89,327
-97,734
-107,103
-116,826
-126,338
-135,067
-142,474
-147,823
-150,141
-148,591
-142,477
-131,026
-113,745
-90,334
-60,504
-24,499
16,94
62,863
111,919
162,409
212,737
261,198
305,906
345,259
377,793
402,23
417,778
423,933
420,444
407,463
385,409
354,944
317,197
273,522
225,419
174,689
123,03
72,049
23,491
-21,077
-60,419
-93,513
-119,8
-139,307
-152,173
-158,688
-159,457
-155,221
-146,936
-135,757
-122,684
-108,393
-93,549
-78,908
-65,296
-53,502
-43,911
-36,491
-31,082
-27,598
-25,892
-25,603
-26,021
-26,259
-25,758
-24,355
-22,078
-19,004
-15,216
-10,859
-6,322
-2,18
1,198
3,694
5,339
6,29
6,685
6,609
6,225
5,774
5,416
5,257
5,342
5,635
6,109
6,777
7,638
8,701
9,992
11,511
13,251
15,217
17,396
19,786
22,392
25,199
28,191
31,351
34,659
38,117
41,731
45,494
49,393
53,398
57,474
61,61
65,809
70,064
74,382
78,756
83,184
87,692
92,308
97,057
101,957
107,014
112,224
117,597
123,138
128,855
134,754
140,825
147,055
153,443
159,986
166,681
173,524
180,479
187,505
194,571
201,65
208,724
215,779
222,795
229,761
236,683
243,578
250,466
257,364
264,272
271,182
278,084
284,961
291,809
298,621
305,37
312,028
318,56
324,929
331,099
337,021
342,613
347,774
352,404
356,398
359,669
362,134
363,709
364,329
363,941
362,507
360,008
356,436
351,779
346,027
339,175
331,227
322,219
312,216
301,285
289,512
276,988
263,815
250,113
235,991
221,541
206,849
191,989
177,033
162,072
147,204
132,528
118,156
104,185
90,697
77,774
65,486
53,876
42,971
32,772
23,274
14,481
6,399
-0,97
-7,626
-13,592
-18,903
-23,602
-27,751
-31,42
-34,679
-37,608
-40,286
-42,771
-45,102
-47,305
-49,391
-51,377
-53,28
-55,114
-56,888
-58,605
-60,263
-61,856
-63,374
-64,793
-66,09
-67,231
-68,182
-68,92
-69,439
-69,739
-69,83
-69,726
-69,437
-68,981
-68,379
-67,651
-66,816
-65,892
-64,895
-63,845
-62,766
-61,684
-60,627
-59,614
-58,663
-57,784
-56,984
-56,27
-55,644
-55,107
-54,655
-54,285
-53,998
-53,791
-53,666
-53,621
-53,652
-53,756
-53,928
-54,163
-54,458
-54,806
-55,204
-55,647
-56,13
-56,651
-57,206
-57,791
-58,403
-59,037
-59,688
-60,352
-61,026
-61,704
-62,383
-63,058
-63,727
-64,386
-65,034
-65,666
-66,283
-66,882
-67,462
-68,021
-68,559
-69,075
-69,568
-70,039
-70,487
-70,913
-71,317
-71,701
-72,065
-72,412
-72,742
-73,058
-73,362
-73,655
-73,94
-74,217
-74,489
-74,759
-75,027
-75,295
-75,566
-75,842
-76,122
-76,41
-76,706
-77,012
-77,327
-77,654
-77,991
-78,339
-78,699
-79,07
-79,452
-79,845
-80,249
-80,661
-81,082
-81,51
-81,944
-82,382
-82,822
-83,262
-83,701
-84,136
-84,566
-84,987
-85,398
-85,797
-86,181
-86,548
-86,897
-87,225
-87,531
-87,812
-88,068
-88,296
-88,497
-88,668
-88,809
-88,919
-88,999
-89,048
-89,066
-89,053
-89,01
-88,937
-88,835
-88,706
-88,549
-88,367
-88,162
-87,935
-87,688
-87,424
-87,145
-86,853
-86,552
-86,243
-85,929
-85,614
-85,3
-84,99
-84,688
-84,395
-84,115
-83,85
-83,604
-83,377
-83,173
-82,992
-82,838
-82,712
-82,614
-82,546
-82,509
-82,504
-82,531
-82,591
-82,683
-82,807
-82,962
-83,148
-83,365
-83,609
-83,88
-84,176
-84,495
-84,834
-85,19
-85,56
-85,941
-86,328
-86,719
-87,109
-87,493
-87,868
-88,228
-88,569
-88,886
-89,175
-89,431
-89,65
-89,826
-89,955
-90,033
-90,056
-90,019
-89,918
-89,75
-89,51
-89,196
-88,804
-88,332
-87,777
-87,137
-86,41
-85,595
-84,691
-83,696
-82,611
-81,437
-80,175
-78,826
-77,394
-75,88
-74,288
-72,621
-70,885
-69,084
-67,223
-65,307
-63,341
-61,332
-59,287
-57,212
-55,115
-53,005
-50,89
-48,781
-46,686
-44,617
-42,582
-40,591
-38,651
-36,774
-34,969
-33,244
-31,61
-30,077
-28,655
-27,355
-26,19
-25,166
-24,293
-23,575
-23,014
-22,615
-22,385
-22,329
-22,453
-22,768
-23,281
-24,008
-24,963
-26,148
-27,564
-29,207
-31,064
-33,129
-35,396
-37,852
-40,491
-43,303
-46,27
-49,375
-52,594
-55,883
-59,194
-62,464
-65,623
-68,62
-71,415
-73,969
-76,261
-78,264
-79,951
-81,318
-82,35
-83,034
-83,381
-83,397
-83,106
-82,569
-81,853
-81,046
-80,267
-79,616
-79,184
-79,073
-79,346
-80,088
-81,416
-83,37
-85,947
-89,081
-92,55
-96,128
-99,615
-102,716
-105,095
-106,526
-106,863
-106,236
-105,16
-104,119
-103,531
-103,8
-105,147
-107,588
-110,873
-114,154
-115,96
-114,738
-108,914
-97,042
-78,073
-51,219
-16,169
26,569
75,684
129,443
185,733
242,232
296,722
346,916
390,691
426,37
452,748
468,925
474,389
469,107
453,241
427,292
392,146
348,894
298,849
243,759
185,603
126,283
67,966
12,924
-36,831
-79,434
-113,372
-137,916
-152,841
-158,242
-155,027
-144,746
-129,194
-110,522
-90,899
-72,024
-55,44
-42,478
-33,699
-29,049
-28,094
-29,908
-33,374
-37,55
-41,388
-43,865
-44,461
-43,017
-39,622
-34,706
-28,815
-22,428
-16,137
-10,553
-5,98
-2,543
-0,242
1,1
1,682
1,683
1,366
1,002
0,731
0,628
0,718
0,975
1,414
2,057
2,889
3,895
5,075
6,444
8,044
9,906
12,03
14,403
17,009
19,833
22,876
26,133
29,592
33,242
37,069
41,067
45,241
49,581
54,067
58,665
63,333
68,035
72,744
77,423
82,036
86,555
90,965
95,265
99,47
103,585
107,612
111,554
115,412
119,205
122,96
126,701
130,465
134,297
138,25
142,404
146,837
151,604
156,739
162,254
168,148
174,428
181,1
188,159
195,596
203,39
211,522
219,985
228,761
237,815
247,087
256,488
265,928
275,339
284,666
293,866
302,9
311,711
320,248
328,469
336,33
343,791
350,798
357,275
363,148
368,356
372,848
376,6
379,578
381,734
383,016
383,37
382,748
381,126
378,485
374,799
370,046
364,209
357,282
349,289
340,264
330,248
319,287
307,427
294,739
281,314
267,26
252,692
237,72
